Crop,Temperature,Rainfall,Humidity
Cotton,34,63,74
Groundnut,34,80,74
Cotton,33,61,75
Millet,34,32,69
Rice,32,148,70
Field Pea,35,55,71
Green gram,35,75,67
Maize,35,53,65
Mustard,34,44,67
Black Gram,34,52,75
Mustard,32,38,75
Green gram,33,68,68
Maize,33,58,73
SugarCane,33,296,67
Rap seed,35,44,68
Rice,34,120,73
Black Gram,34,54,67
Black Gram,35,46,69
Field Pea,33,51,67
Millet,35,30,69
Sorghum,33,59,69
Rap seed,34,41,70
Soybean,35,60,70
Soybean,32,72,65
Black Gram,35,49,68
Soybean,32,73,68
Sorghum,35,53,68
Green gram,34,75,75
Gram,35,36,65
Cotton,32,61,68
Sunflower,32,88,67
Groundnut,33,81,69
Wheat,34,88,75
Wheat,33,87,74
Mustard,32,40,73
Rap seed,33,42,71
Wheat,34,65,70
Sorghum,34,41,68
Mustard,34,37,67
Millet,35,34,73
Sorghum,34,57,70
SugarCane,35,292,69
SugarCane,35,283,69
Gram,34,44,73
Black Gram,34,48,67
Sunflower,32,51,65
Maize,32,61,75
Soybean,34,68,68
Barley,32,45,69
Sunflower,33,146,68
Groundnut,33,92,75
Barley,33,46,75
Sorghum,35,47,66
Mustard,35,43,72
Rap seed,32,38,66
Mustard,35,39,70
Groundnut,35,53,75
Cotton,35,62,71
Sorghum,35,46,67
Green gram,32,63,70
Cotton,35,60,71
Rice,35,141,67
Rice,33,130,73
SugarCane,33,262,71
Maize,35,64,67
Green gram,34,66,71
Wheat,34,82,73
Rice,33,126,73
Mustard,32,38,67
Gram,32,40,70
Barley,34,35,68
Gram,33,36,65
Mustard,32,36,69
Cotton,33,59,73
Field Pea,32,59,67
Soybean,32,63,75
Green gram,34,79,72
Green gram,32,62,74
Sunflower,33,143,69
Groundnut,32,94,69
Millet,33,25,66
Cotton,32,57,66
Sorghum,35,46,65
Gram,32,44,65
Barley,33,47,67
Mustard,33,44,72
SugarCane,35,291,72
Cotton,35,56,68
Black Gram,35,49,69
Wheat,32,62,65
Mustard,35,43,67
Millet,35,31,71
Soybean,32,67,74
Maize,34,67,71
Sorghum,33,52,67
Black Gram,33,50,72
Groundnut,35,62,73
Black Gram,33,41,75
Maize,33,58,71
Barley,33,46,66
Maize,33,66,66
Groundnut,34,59,69
Black Gram,35,46,74
Rice,34,103,69
Green gram,32,70,73
Millet,32,28,65
SugarCane,34,288,75
Soybean,35,62,69
Barley,33,38,70
Black Gram,34,40,73
Millet,35,31,66
Black Gram,34,60,71
Sunflower,35,124,68
Barley,35,40,73
Gram,33,43,71
Black Gram,35,45,73
SugarCane,35,264,65
Sunflower,35,107,65
Groundnut,33,84,74
Rice,33,140,72
SugarCane,34,289,67
Sorghum,35,59,68
Wheat,33,78,67
Field Pea,34,41,70
Sunflower,33,119,69
Maize,33,61,67
Mustard,32,39,66
Groundnut,35,53,73
Millet,33,33,69
Mustard,33,42,69
Sunflower,32,65,73
Sorghum,34,49,71
Groundnut,32,87,68
Sorghum,35,60,66
Sunflower,32,102,72
Rap seed,35,42,65
Sunflower,34,48,65
Cotton,33,55,73
Mustard,35,42,74
SugarCane,33,288,68
Mustard,34,40,70
SugarCane,33,285,74
Sorghum,32,40,75
Wheat,35,62,71
Green gram,32,67,66
Green gram,33,72,65
Groundnut,32,99,65
SugarCane,33,295,68
SugarCane,32,288,66
Soybean,33,65,66
Rap seed,32,43,65
Cotton,32,65,70
Cotton,32,66,69
Rap seed,32,38,74
Groundnut,34,85,66
Green gram,35,67,65
Black Gram,33,51,66
Sunflower,34,34,72
Mustard,32,45,74
SugarCane,34,280,67
Black Gram,32,53,68
Green gram,34,66,69
Millet,35,34,65
Sorghum,33,48,70
Rice,33,119,67
Sorghum,33,56,70
Millet,34,30,75
Wheat,32,72,72
Millet,35,26,75
Field Pea,33,49,72
Green gram,34,79,68
Soybean,32,68,65
Maize,32,80,75
Millet,34,25,71
Cotton,34,61,71
Millet,32,30,67
Green gram,35,79,68
Mustard,34,44,70
Sorghum,35,45,73
Black Gram,32,47,68
Sorghum,35,53,65
Millet,35,30,67
Rice,35,138,73
Gram,32,42,74
Barley,33,35,70
Maize,34,64,65
Maize,35,68,71
Wheat,35,84,70
Rap seed,34,38,67
Green gram,32,70,68
Wheat,32,61,66
Sunflower,35,69,69
Maize,35,77,73
Mustard,33,36,72
Cotton,32,61,73
Barley,33,50,65
Groundnut,34,55,71
Rice,33,111,66
Gram,33,44,66
Maize,32,79,69
Barley,34,40,65
Groundnut,35,51,73
Mustard,32,42,67
Millet,32,26,72
Sunflower,32,53,66
Millet,35,26,69
Field Pea,35,44,71
Maize,35,75,71
Gram,35,44,65
Maize,32,74,74
Cotton,32,57,72
Groundnut,34,67,72
SugarCane,35,252,75
Mustard,35,37,74
Mustard,32,37,72
Sunflower,34,65,69
Sunflower,34,129,73
Sunflower,33,63,70
Green gram,34,77,74
Millet,35,28,73
Field Pea,32,47,73
Rap seed,35,38,66
Cotton,34,63,67
Millet,33,35,71
Rice,33,105,69
Sorghum,33,54,69
Rap seed,35,40,70
Gram,35,39,68
Sunflower,35,145,69
Sorghum,33,53,75
Millet,34,35,69
Maize,34,55,71
Field Pea,32,55,65
Field Pea,34,53,71
Green gram,32,63,68
Maize,35,57,69
Mustard,33,38,71
Wheat,32,69,67
Mustard,32,36,68
Cotton,34,67,69
Field Pea,34,49,70
Soybean,32,62,73
Sorghum,33,51,73
Groundnut,33,69,70
Wheat,35,82,72
Cotton,35,59,65
Field Pea,34,50,65
Groundnut,32,100,67
Rice,34,130,75
SugarCane,32,284,65
Gram,35,41,68
Rap seed,32,37,72
Sunflower,32,37,69
Cotton,33,67,74
Barley,35,45,71
Millet,35,28,69
Black Gram,34,57,65
Green gram,33,65,72
SugarCane,35,288,67
Groundnut,35,55,65
Maize,34,64,65
Maize,34,51,65
Millet,32,29,65
SugarCane,33,295,71
Field Pea,33,57,70
Soybean,34,63,68
Soybean,34,75,65
Barley,35,35,71
SugarCane,32,293,67
Wheat,32,63,72
Maize,32,64,74
Mustard,32,43,67
Rice,32,128,66
Gram,32,38,75
Wheat,34,70,72
Soybean,32,60,65
Mustard,32,40,69
Groundnut,33,58,71
Gram,34,35,74
Sorghum,34,42,71
Soybean,32,61,74
Sunflower,35,80,73
Sunflower,35,66,74
Soybean,34,65,75
Millet,32,26,65
Field Pea,34,54,65
Wheat,32,76,74
Sunflower,32,94,71
Rice,34,140,73
Maize,32,50,73
Mustard,34,45,73
Millet,33,27,74
Maize,35,50,73
Field Pea,33,50,72
Sorghum,32,60,74
Wheat,34,79,75
Rap seed,33,44,75
Sorghum,35,45,72
Groundnut,35,83,75
Black Gram,33,43,67
Mustard,35,39,75
Soybean,32,73,71
Black Gram,34,55,71
SugarCane,34,290,71
Black Gram,35,47,72
Black Gram,32,45,72
Black Gram,34,59,74
Rice,32,104,66
Cotton,32,56,66
Mustard,32,37,74
Cotton,33,69,74
Black Gram,34,51,67
Soybean,35,66,69
Rice,34,121,67
Barley,32,35,66
Sorghum,32,44,66
Maize,35,69,73
Gram,35,37,69
Maize,33,67,72
SugarCane,34,270,69
Rap seed,32,37,67
Rice,33,145,74
Black Gram,32,58,66
Wheat,35,65,73
Wheat,33,86,69
Rap seed,35,43,68
Groundnut,32,78,68
Rice,32,124,68
Rice,32,125,67
Wheat,35,84,75
Groundnut,34,59,71
Field Pea,32,40,71
Black Gram,32,44,72
Maize,35,74,69
Sorghum,33,60,67
Green gram,34,75,75
Groundnut,35,57,74
Green gram,33,70,70
Black Gram,32,60,75
Groundnut,33,95,74
Soybean,33,62,66
Gram,32,37,75
Gram,32,43,70
SugarCane,35,257,65
Gram,34,42,65
SugarCane,32,278,75
Rap seed,34,39,72
Field Pea,32,40,74
Barley,33,40,65
Cotton,33,64,74
Wheat,33,81,75
Cotton,32,58,68
Black Gram,32,53,73
Gram,33,38,69
Field Pea,35,44,73
Soybean,32,73,72
Millet,34,31,68
Sorghum,32,47,66
Soybean,34,70,74
Cotton,35,66,68
Groundnut,34,83,67
Wheat,34,71,70
Mustard,32,45,65
Field Pea,33,51,75
Mustard,33,44,66
Rice,33,105,65
Mustard,32,38,72
SugarCane,32,275,70
SugarCane,33,281,65
Groundnut,32,80,75
SugarCane,33,252,75
Black Gram,33,50,73
Gram,34,35,70
Field Pea,35,46,71
Barley,35,44,72
Rap seed,32,37,66
Gram,35,45,68
SugarCane,33,284,69
Sorghum,35,43,67
Field Pea,34,58,75
Black Gram,35,60,68
Soybean,35,74,75
Wheat,35,79,70
Field Pea,34,56,65
Groundnut,32,69,68
Groundnut,34,97,70
Barley,34,40,65
Millet,33,29,74
Barley,34,37,65
Barley,34,47,65
SugarCane,33,281,73
Groundnut,35,87,67
Rice,34,114,75
Groundnut,32,74,69
Groundnut,35,67,69
Field Pea,35,50,73
Sunflower,34,87,75
Green gram,32,71,67
Maize,34,51,70
Millet,34,26,67
Gram,32,35,65
Rice,35,101,75
Millet,35,30,65
Barley,32,39,69
Gram,34,42,65
Millet,34,27,75
Groundnut,32,58,70
Mustard,35,38,75
Barley,32,45,73
Groundnut,32,67,66
Rap seed,35,36,66
Rap seed,35,40,75
Black Gram,32,50,68
Gram,32,37,65
Soybean,33,62,69
Barley,33,37,72
Mustard,35,39,69
Soybean,34,64,67
Mustard,32,40,67
Sorghum,32,40,74
Sunflower,35,85,74
Groundnut,35,69,69
Sunflower,34,130,65
Black Gram,32,54,65
Black Gram,34,46,71
Groundnut,32,86,67
Sorghum,32,53,68
Sorghum,35,45,74
Field Pea,34,53,68
Gram,32,41,73
Black Gram,35,56,71
Groundnut,32,78,70
Mustard,34,42,70
Rap seed,34,39,69
Gram,32,37,74
Rice,33,143,74
Sunflower,33,59,71
Sorghum,33,56,73
Wheat,33,80,75
Wheat,32,85,71
Sunflower,34,127,74
Millet,33,26,68
Rice,35,119,72
Gram,32,45,74
Sunflower,33,83,70
Millet,35,28,72
Barley,34,50,73
SugarCane,32,288,75
Field Pea,32,59,71
Wheat,33,83,74
Maize,35,53,67
Gram,33,37,66
Sunflower,35,100,65
Sorghum,33,41,66
Black Gram,35,58,66
Millet,34,34,65
Cotton,32,56,75
Soybean,32,73,73
Rice,33,126,66
Millet,34,29,70
Wheat,35,77,75
Cotton,34,58,71
Sorghum,35,57,72
Rap seed,35,43,69
Mustard,34,35,69
Rap seed,34,40,67
Maize,32,73,67
Field Pea,34,43,71
Soybean,32,75,65
Rap seed,35,40,75
Black Gram,33,48,69
Barley,35,37,71
Groundnut,32,96,68
Rap seed,33,43,74
Soybean,33,66,75
Green gram,32,79,65
Cotton,32,67,70
Maize,32,78,66
Cotton,35,55,73
Mustard,34,41,75
Rap seed,35,39,72
Soybean,32,75,65
Mustard,34,41,71
Sunflower,34,99,71
Black Gram,35,40,66
Millet,32,34,65
Sorghum,32,45,70
Rap seed,34,43,68
Gram,33,37,69
Cotton,32,56,75
Sunflower,33,60,72
Gram,33,36,74
Black Gram,33,54,71
Cotton,35,60,73
SugarCane,34,250,75
Millet,34,26,65
Rap seed,32,38,68
Groundnut,32,57,71
Cotton,35,70,69
Sunflower,35,111,70
Rice,32,136,66
Black Gram,32,47,65
Field Pea,35,48,75
Millet,35,28,74
Green gram,32,72,73
Sunflower,35,127,65
Maize,33,65,69
Rice,32,145,65
Maize,33,67,72
Sunflower,32,56,74
Wheat,34,83,67
Black Gram,32,54,69
Cotton,35,62,68
Sorghum,34,52,71
Cotton,32,58,74
Wheat,35,70,71
Wheat,32,75,67
Field Pea,32,53,74
Soybean,33,67,74
Cotton,35,60,65
Rice,32,105,73
Rap seed,35,37,73
Maize,35,70,74
Rice,33,135,68
Maize,32,50,68
Barley,35,38,70
Green gram,35,79,71
Gram,35,44,70
Millet,34,25,67
Field Pea,32,59,70
SugarCane,33,257,67
Black Gram,35,41,69
Barley,32,41,74
Maize,33,63,65
Sorghum,35,56,75
Soybean,32,73,67
Maize,34,61,68
Rice,32,119,66
Maize,35,51,65
Rice,35,106,67
Groundnut,32,91,69
Groundnut,35,69,75
Groundnut,33,66,72
Soybean,34,63,67
Black Gram,32,45,68
Field Pea,33,49,71
Field Pea,35,56,75
Rap seed,33,43,65
Gram,34,38,73
Groundnut,32,55,66
Sorghum,34,46,74
Gram,32,36,69
Rice,34,110,73
Wheat,32,69,71
Cotton,35,59,69
Cotton,35,68,68
Maize,35,80,75
Soybean,35,68,68
Barley,33,37,68
Soybean,33,64,67
Maize,34,61,71
Wheat,34,88,72
Cotton,35,57,69
Groundnut,33,63,65
Maize,32,61,65
Sorghum,34,59,67
Wheat,34,68,65
Groundnut,35,58,69
Wheat,33,73,73
SugarCane,34,257,71
Barley,35,48,65
Cotton,32,61,68
Cotton,34,66,67
Millet,34,33,70
Green gram,32,72,70
Field Pea,34,55,65
Sorghum,32,46,70
Cotton,32,59,70
Sorghum,33,60,71
Millet,33,28,70
Sorghum,35,55,65
Rap seed,34,40,67
Rice,34,128,66
Barley,34,35,66
Rap seed,35,35,65
SugarCane,32,265,75
Field Pea,32,52,72
Field Pea,32,59,68
Rice,35,142,75
Rice,35,138,65
Field Pea,33,53,70
Barley,32,46,67
Sunflower,32,41,70
Gram,34,40,66
Rap seed,33,42,66
Maize,32,54,72
Rap seed,33,42,71
Millet,34,29,71
Maize,33,74,71
Rice,33,112,70
SugarCane,32,252,66
Soybean,34,66,67
Rice,33,122,72
Green gram,35,76,71
Maize,34,69,71
Green gram,33,60,65
Sunflower,35,42,65
Black Gram,33,55,66
Sunflower,35,133,65
Rap seed,34,44,74
Black Gram,34,42,70
Sunflower,33,79,75
Green gram,32,77,67
Rice,32,125,71
Cotton,34,59,66
SugarCane,34,288,71
Sorghum,34,42,71
Sunflower,34,35,69
Mustard,35,40,69
Mustard,32,45,70
Barley,32,47,71
Millet,33,28,72
Sunflower,35,107,66
Sunflower,32,119,65
Sunflower,33,146,74
Rap seed,35,43,65
Gram,33,38,69
Green gram,33,66,66
Sunflower,35,44,73
Black Gram,33,44,71
Mustard,35,38,73
Gram,32,36,69
Soybean,34,73,74
Rap seed,32,41,71
Mustard,33,41,68
Sorghum,32,47,73
Mustard,35,40,66
Barley,35,38,72
Cotton,33,65,71
Mustard,34,37,75
Green gram,32,73,66
Mustard,34,39,71
SugarCane,33,287,69
Maize,34,64,73
Gram,35,43,73
Rap seed,32,45,66
Barley,35,36,66
Wheat,35,80,68
Gram,35,45,69
SugarCane,34,296,72
Barley,32,45,69
SugarCane,34,296,72
Rice,35,102,71
Cotton,32,58,68
Green gram,33,77,65
Soybean,32,63,72
Rice,32,123,68
Sunflower,33,140,65
Barley,34,42,65
Sorghum,32,42,69
Groundnut,32,90,72
Rap seed,35,40,75
SugarCane,34,290,71
Green gram,33,69,65
Wheat,34,74,74
Sorghum,33,51,72
Soybean,32,61,75
Rap seed,34,37,75
Green gram,32,69,70
Sorghum,34,54,69
Sorghum,33,41,66
Green gram,34,78,65
Groundnut,33,94,75
Wheat,32,64,66
Millet,33,31,71
SugarCane,32,267,71
Field Pea,34,56,72
Barley,32,49,65
Millet,35,34,68
Green gram,35,80,72
Barley,34,39,67
Green gram,32,69,69
Mustard,34,45,74
Soybean,32,67,65
Millet,34,28,74
Green gram,33,64,69
Gram,32,43,67
Green gram,35,63,65
Groundnut,35,88,67
Barley,34,35,72
Maize,32,67,70
Groundnut,34,78,73
Black Gram,34,45,73
Wheat,35,77,65
Soybean,32,70,66
Sunflower,33,139,74
Gram,32,42,75
Cotton,35,70,65
Barley,34,44,65
Gram,32,36,67
Sunflower,35,137,73
Groundnut,35,51,66
Barley,34,38,68
Sunflower,35,113,68
Groundnut,33,93,67
Mustard,33,41,66
SugarCane,34,272,69
Millet,35,25,73
Black Gram,32,56,73
Millet,33,34,69
Rice,33,130,69
Millet,32,35,67
Sunflower,35,112,67
Rap seed,33,44,66
Wheat,34,64,69
Green gram,32,68,70
Wheat,34,71,68
Cotton,33,59,65
Green gram,34,63,71
Green gram,33,71,69
Rap seed,32,44,68
Groundnut,32,63,68
Barley,35,38,68
Field Pea,33,60,74
Rap seed,35,41,69
Groundnut,35,71,65
Black Gram,33,46,65
Cotton,33,55,66
Gram,33,35,65
Green gram,32,76,67
Barley,32,36,68
Cotton,35,55,65
Maize,33,67,73
Green gram,32,66,68
Mustard,34,45,73
Field Pea,32,42,75
Black Gram,33,47,73
Millet,32,35,66
Black Gram,34,52,69
Barley,32,49,71
Millet,32,29,73
Mustard,32,35,71
Black Gram,32,59,67
Soybean,34,65,72
Sunflower,34,149,74
SugarCane,35,297,71
Rice,33,101,72
Soybean,35,68,71
Sorghum,35,50,73
SugarCane,33,294,70
Gram,32,40,70
Sorghum,34,55,75
Maize,32,70,69
Cotton,33,58,69
Rap seed,33,43,74
Black Gram,35,56,65
Maize,32,75,69
Sorghum,35,51,71
Sorghum,33,55,74
Mustard,35,40,68
Black Gram,35,58,66
Green gram,33,79,70
Maize,32,53,72
Sorghum,35,55,65
Millet,35,33,65
Groundnut,33,96,70
Black Gram,32,40,69
Sorghum,34,56,66
Millet,34,27,70
Field Pea,32,60,66
SugarCane,32,253,75
SugarCane,34,292,73
Rap seed,33,45,66
Groundnut,35,76,74
Groundnut,34,82,70
Millet,35,26,66
Field Pea,32,59,66
Millet,35,30,69
Barley,32,36,72
SugarCane,32,270,70
Millet,32,32,69
Green gram,32,66,72
Maize,35,53,69
Millet,35,31,73
Maize,32,52,75
Mustard,33,35,73
Wheat,34,69,68
Maize,32,73,67
Field Pea,35,59,71
Sunflower,34,64,70
Sunflower,34,88,68
Mustard,34,41,71
Barley,32,38,68
Field Pea,35,55,73
Green gram,34,72,75
Black Gram,35,52,75
Rap seed,35,42,71
Field Pea,32,60,68
Gram,32,38,72
Gram,32,38,71
Maize,32,67,65
Rice,34,100,71
Barley,33,36,66
Gram,34,44,70
Green gram,35,76,68
Soybean,34,70,67
Green gram,32,77,72
SugarCane,33,251,65
Gram,35,40,71
Black Gram,35,41,70
Millet,35,33,72
Wheat,35,62,75
Cotton,35,56,74
Field Pea,35,47,72
Sunflower,33,31,71
Sorghum,34,40,68
Groundnut,33,50,75
Soybean,34,63,70
Millet,33,31,72
Black Gram,34,57,70
Millet,32,28,71
Wheat,35,61,70
Black Gram,32,40,72
Field Pea,34,44,73
Soybean,34,73,73
Field Pea,33,57,75
SugarCane,34,283,71
Barley,34,39,67
Rice,32,149,75
Groundnut,32,83,66
Sorghum,33,56,67
Mustard,33,35,65
Cotton,32,58,69
Barley,35,36,71
Mustard,33,35,74
Wheat,33,85,66
Sunflower,34,34,65
Barley,33,37,74
Soybean,35,64,68
Groundnut,35,58,65
Sunflower,32,94,66
Barley,33,39,66
Field Pea,33,43,72
Maize,33,53,73
Rice,35,147,71
SugarCane,33,290,73
Barley,33,36,69
Rice,35,110,67
Wheat,34,63,72
Sorghum,32,58,72
Groundnut,33,69,65
Maize,34,73,65
Cotton,33,56,66
Gram,34,41,70
SugarCane,35,294,67
Rice,33,134,70
Wheat,35,85,74
Green gram,33,79,73
Mustard,33,41,71
SugarCane,34,296,74
Soybean,32,68,68
Cotton,35,56,72
Soybean,34,70,73
Soybean,33,73,73
SugarCane,34,267,65
Black Gram,32,54,68
Cotton,33,67,67
SugarCane,32,294,69
Barley,32,50,74
Cotton,32,55,68
Rice,33,147,74
Mustard,35,41,73
Sunflower,32,86,73
Barley,34,46,71
Millet,32,34,65
Barley,33,49,70
Millet,34,25,72
Mustard,32,36,67
Wheat,33,64,67
Barley,33,35,71
Mustard,33,45,66
Field Pea,34,58,71
Black Gram,34,42,70
Green gram,34,80,71
Barley,32,39,74
Cotton,32,57,65
Rap seed,33,45,72
Maize,33,78,73
Black Gram,34,52,70
Gram,32,42,69
Rap seed,33,44,66
Black Gram,33,42,74
Rice,34,141,73
Millet,33,26,67
Cotton,33,56,65
Sunflower,34,112,65
Rice,34,126,74
Wheat,35,78,71
Field Pea,32,43,71
Green gram,32,68,74
Field Pea,33,60,70
Sunflower,34,95,73
Gram,33,36,70
Mustard,35,37,66
Mustard,32,38,75
Maize,32,77,69
Millet,35,34,67
SugarCane,32,261,70
Field Pea,32,40,67
SugarCane,34,261,67
Cotton,34,61,73
Rice,34,139,73
Rap seed,32,36,69
Mustard,34,44,75
Field Pea,34,40,73
Maize,34,68,69
Field Pea,35,47,66
SugarCane,34,293,67
Green gram,32,66,69
Groundnut,34,64,67
Soybean,34,67,68
Maize,33,63,74
Green gram,32,73,70
SugarCane,32,270,74
Barley,32,39,69
Wheat,34,60,71
SugarCane,33,277,70
Mustard,32,41,75
Rap seed,33,43,73
Maize,35,57,66
Wheat,32,85,70
Field Pea,33,60,71
Rap seed,33,43,69
Black Gram,32,49,66
Maize,33,80,70
Soybean,32,74,70
Maize,32,65,66
Gram,34,43,66
Soybean,35,68,68
Gram,34,45,67
Maize,34,69,71
Black Gram,32,53,75
Sunflower,35,62,65
Barley,35,43,72
Gram,34,40,73
Millet,33,32,65
Rice,32,108,72
SugarCane,34,275,71
Millet,34,26,73
Soybean,32,62,66
Sunflower,35,64,75
Sunflower,35,139,67
Sorghum,33,42,67
Maize,33,70,70
Millet,33,29,73
Groundnut,34,69,65
Rap seed,35,41,65
Rap seed,32,42,71
Millet,32,25,75
Gram,34,35,65
SugarCane,33,276,69
Sorghum,33,45,68
Rap seed,32,35,72
Rap seed,33,36,70
Sunflower,33,150,74
Barley,32,42,67
Rice,35,126,73
Sorghum,34,49,65
Sorghum,34,54,66
Barley,33,35,70
Sorghum,33,42,73
Gram,32,40,71
Groundnut,35,51,73
Millet,33,28,66
Groundnut,32,51,75
Sorghum,33,45,74
Green gram,33,77,68
Green gram,32,80,65
Maize,32,80,73
Sunflower,33,59,65
Sunflower,32,134,66
Gram,35,43,67
Field Pea,34,58,67
Rap seed,35,36,69
Millet,32,28,66
Cotton,33,69,68
Rice,33,136,75
SugarCane,35,296,71
Mustard,33,43,68
SugarCane,34,260,70
Groundnut,34,77,74
Wheat,33,68,65
Barley,33,43,74
Rice,33,114,71
Sunflower,34,30,68
Wheat,35,72,71
Soybean,35,69,65
Black Gram,34,49,72
Cotton,33,54,71
Black Gram,34,43,73
Field Pea,32,51,72
Rap seed,33,40,67
Wheat,32,80,70
Barley,35,37,65
Black Gram,34,42,71
Barley,32,45,74
Black Gram,33,54,66
Rap seed,33,38,74
SugarCane,34,257,65
Maize,32,75,70
SugarCane,32,259,68
SugarCane,35,250,73
Mustard,32,42,65
Green gram,34,62,75
Rap seed,35,38,72
Rap seed,32,45,70
Soybean,33,62,65
SugarCane,35,253,65
Black Gram,32,60,66
Sorghum,35,49,68
Sorghum,32,58,72
Groundnut,35,95,65
SugarCane,33,290,67
Cotton,34,62,65
Millet,35,30,68
Rice,34,123,65
SugarCane,32,294,71
Barley,35,48,75
Rap seed,35,37,66
Barley,34,41,72
Gram,35,41,71
Gram,34,42,70
Field Pea,32,59,72
Cotton,33,61,75
Millet,34,29,69
Black Gram,33,52,74
Black Gram,35,52,72
Black Gram,35,53,69
Black Gram,34,54,75
Rice,33,105,75
SugarCane,32,260,67
Soybean,33,68,75
Cotton,34,65,69
Groundnut,35,73,74
Mustard,35,44,67
Gram,32,42,67
Green gram,32,63,70
Gram,32,35,66
Wheat,32,80,65
Cotton,33,60,71
Groundnut,32,50,70
Gram,34,42,71
Wheat,34,65,72
Sorghum,32,40,75
Green gram,34,60,73
Mustard,34,44,75
Gram,34,43,72
Black Gram,34,50,68
Mustard,32,37,67
Sorghum,32,53,69
SugarCane,35,293,72
Maize,35,53,74
Mustard,34,44,69
Maize,32,75,65
Rice,35,134,66
Maize,33,69,66
Groundnut,34,97,70
Groundnut,35,67,75
Field Pea,34,52,75
Rice,32,128,65
Sorghum,34,46,67
Sorghum,35,41,72
Sunflower,32,53,75
Green gram,33,66,72
Mustard,33,42,70
Maize,32,77,68
Maize,35,69,74
Mustard,35,41,75
Black Gram,35,44,73
Groundnut,33,93,71
Field Pea,32,56,65
Sunflower,34,103,75
Millet,34,28,72
Sunflower,35,69,71
Field Pea,32,50,65
Rap seed,35,44,67
Sorghum,33,55,72
Soybean,32,68,69
Gram,34,45,71
Maize,35,59,69
Barley,33,36,71
Rap seed,32,44,70
Cotton,35,58,72
Field Pea,32,60,65
Soybean,33,66,72
Millet,35,27,66
Green gram,32,68,65
Mustard,32,41,70
Green gram,34,73,70
Gram,33,35,69
Rice,32,126,69
Wheat,33,65,74
Mustard,32,41,74
Sunflower,35,144,67
SugarCane,32,278,71
Rice,35,122,73
Gram,35,38,71
Millet,35,26,69
Sorghum,32,53,68
SugarCane,35,300,71
Millet,34,31,66
Green gram,35,60,72
Rap seed,34,44,66
Soybean,32,70,65
Wheat,33,77,68
Green gram,33,80,71
Rap seed,35,44,66
Mustard,32,35,68
Barley,34,42,74
Field Pea,34,50,67
Soybean,33,75,69
Millet,35,35,73
Maize,33,54,66
Sorghum,35,50,69
Soybean,34,60,74
Field Pea,32,51,73
Field Pea,35,42,71
SugarCane,34,253,69
Soybean,32,73,69
Gram,32,35,71
Barley,33,42,71
Black Gram,33,53,67
Millet,35,30,75
Mustard,35,42,70
Rap seed,35,37,67
Rap seed,35,35,71
Maize,32,79,69
Barley,35,50,72
Rice,33,112,66
Sorghum,33,50,65
Wheat,35,66,70
Sunflower,33,127,65
Field Pea,33,55,69
Sunflower,35,33,69
Rap seed,32,43,69
Rap seed,35,45,67
Maize,35,69,67
Rap seed,32,36,67
Wheat,32,84,73
Field Pea,33,42,70
Soybean,35,71,68
Sunflower,35,143,66
Gram,33,35,72
Green gram,35,74,65
Wheat,34,71,65
SugarCane,32,287,75
Green gram,32,62,71
Soybean,32,74,72
Wheat,34,77,67
Cotton,34,59,67
Black Gram,32,47,68
Mustard,32,41,66
Green gram,33,79,65
Rap seed,35,40,74
Mustard,35,45,75
Rap seed,33,44,74
Wheat,35,85,65
Rice,33,112,74
Rap seed,32,45,68
Rap seed,34,41,69
Soybean,33,75,73
Mustard,32,45,68
Green gram,34,67,71
SugarCane,33,265,72
Groundnut,35,59,67
Green gram,32,75,67
Green gram,34,70,65
Millet,34,27,67
Cotton,35,61,74
Millet,32,32,75
Wheat,35,85,68
Mustard,33,38,66
Groundnut,35,91,65
Rice,34,131,66
Sunflower,32,108,67
Sunflower,34,113,67
Mustard,33,43,74
Millet,33,30,67
Cotton,32,54,73
Field Pea,34,46,65
Groundnut,35,94,75
Green gram,32,75,68
Sunflower,33,47,73
Cotton,32,50,73
Sunflower,32,149,71
Rap seed,33,37,68
Gram,35,42,70
Sunflower,33,146,68
Soybean,34,64,71
Rice,32,133,65
Millet,32,25,66
Groundnut,34,69,71
Field Pea,32,44,66
Cotton,32,59,67
Cotton,33,56,69
Cotton,34,64,72
